"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_max","hmp2",-4.933,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_min","hmp2",-11.8,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_avg","hmp3",-9.66581,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_max","hmp3",-3.86,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","airtemp_min","hmp3",-15.11,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","DTR","hmp1",6.801,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","DTR","hmp2",6.867,"n"
"raw hmps",2017-01-22,2017,1,22,"c1","cr1000","DTR","hmp3",11.25,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_avg","hmp1",-5.21998,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_max","hmp1",-1.608,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_min","hmp1",-9.73,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_avg","hmp2",-5.27026,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_max","hmp2",-1.655,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_min","hmp2",-9.77,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_avg","hmp3",-6.21481,"n"
"raw hmps",2017-01-23,2017,1,23,"c1","cr1000","airtemp_max","hmp3",-1.05,"n"
