"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_min","hmp1",-19.81,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_avg","hmp2",-16.38931,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_max","hmp3",-13.04,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_max","hmp2",-12.79,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_min","hmp2",-19.74,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_avg","hmp3",-16.63194,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","DTR","hmp3",6.94,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","airtemp_min","hmp3",-19.98,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","DTR","hmp1",6.91,"n"
"raw hmps",2018-01-22,2018,1,22,"sdl","cr1000","DTR","hmp2",6.95,"n"
"raw hmps",2018-01-23,2018,1,23,"sdl","cr1000","airtemp_max","hmp1",-12.75,"n"
"raw hmps",2018-01-23,2018,1,23,"sdl","cr1000","airtemp_min","hmp1",-16.66,"n"
"raw hmps",2018-01-23,2018,1,23,"sdl","cr1000","airtemp_avg","hmp2",-15.0891,"n"
