"lost_spp","year","event","sitekey","local_site","site","plot","rem","nut","USDA_code","USDA_name","growth_habit"
NA,2011,10,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,2012,11,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,2013,12,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"CASOCC",2014,13,"1_CXN","Longs",1,"CXN","X","N","CAOC4","Castilleja occidentalis","forb"
"POAGLA",2014,13,"1_CXN","Longs",1,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,2015,14,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,2016,15,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,2017,16,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"DRACRA2",2018,17,"1_CXN","Longs",1,"CXN","X","N","DRCR2","Draba crassifolia","forb"
"GENALG",2018,17,"1_CXN","Longs",1,"CXN","X","N","GEAL2","Gentiana algida","forb"
"LUZSPI",2018,17,"1_CXN","Longs",1,"CXN","X","N","LUSP4","Luzula spicata","graminoid"
"TRISPI",2003,2,"2_CXN","Edge",2,"CXN","X","N","TRSP2","Trisetum spicatum","graminoid"
NA,2004,3,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2005,4,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"AREFEN",2006,5,"2_CXN","Edge",2,"CXN","X","N","ARFE3","Arenaria fendleri","forb"
NA,2007,6,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2008,7,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2009,8,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2010,9,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2011,10,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2012,11,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2013,12,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2014,13,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"CHIJAM",2015,14,"2_CXN","Edge",2,"CXN","X","N","CHJA","Chionophila jamesii","forb"
NA,2016,15,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"LEWPYG",2017,16,"2_CXN","Edge",2,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
"LLOSER",2018,17,"2_CXN","Edge",2,"CXN","X","N","LLSE","Lloydia serotina","forb"
"CASOCC",2003,2,"3_CXN","Edge",3,"CXN","X","N","CAOC4","Castilleja occidentalis","forb"
NA,2004,3,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"ERISIM",2005,4,"3_CXN","Edge",3,"CXN","X","N","ERSI3","Erigeron simplex","forb"
NA,2006,5,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"LEWPYG",2007,6,"3_CXN","Edge",3,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
NA,2008,7,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2009,8,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"BISVIV",2010,9,"3_CXN","Edge",3,"CXN","X","N","POVI3","Polygonum viviparum","forb"
NA,2011,10,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2012,11,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2013,12,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2014,13,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2015,14,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2016,15,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2017,16,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"POAALP",2018,17,"3_CXN","Edge",3,"CXN","X","N","POAL2","Poa alpina","graminoid"
NA,2003,2,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2004,3,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"CARSCO",2005,4,"4_CXN","Tundra Lab",4,"CXN","X","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"CASOCC",2005,4,"4_CXN","Tundra Lab",4,"CXN","X","N","CAOC4","Castilleja occidentalis","forb"
"ERISIM",2005,4,"4_CXN","Tundra Lab",4,"CXN","X","N","ERSI3","Erigeron simplex","forb"
"STELON",2005,4,"4_CXN","Tundra Lab",4,"CXN","X","N","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,2006,5,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"PHLALP",2007,6,"4_CXN","Tundra Lab",4,"CXN","X","N","PHAL2","Phleum alpinum","graminoid"
NA,2008,7,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2009,8,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2010,9,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2011,10,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2012,11,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2013,12,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2014,13,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2015,14,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2016,15,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,2017,16,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"GEUROS",2018,17,"4_CXN","Tundra Lab",4,"CXN","X","N","GEROT","Geum rossii var. turbinatum","forb"
NA,2003,2,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2004,3,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"CHIJAM",2005,4,"5_CXN","Watershed",5,"CXN","X","N","CHJA","Chionophila jamesii","forb"
"RHORHO",2005,4,"5_CXN","Watershed",5,"CXN","X","N","RHRH4","Rhodiola rhodantha","forb"
NA,2006,5,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2007,6,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2008,7,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2009,8,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2010,9,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2011,10,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"CASOCC",2012,11,"5_CXN","Watershed",5,"CXN","X","N","CAOC4","Castilleja occidentalis","forb"
"FESBRA",2012,11,"5_CXN","Watershed",5,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
NA,2013,12,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,2014,13,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"POAGLA",2015,14,"5_CXN","Watershed",5,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,2016,15,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"STEUMB",2017,16,"5_CXN","Watershed",5,"CXN","X","N","STUM","Stellaria umbellata","forb"
"TRISPI",2017,16,"5_CXN","Watershed",5,"CXN","X","N","TRSP2","Trisetum spicatum","graminoid"
"BISVIV",2018,17,"5_CXN","Watershed",5,"CXN","X","N","POVI3","Polygonum viviparum","forb"
NA,2003,2,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"CASOCC",2004,3,"6_CXN","Lefty",6,"CXN","X","N","CAOC4","Castilleja occidentalis","forb"
"GENALG",2004,3,"6_CXN","Lefty",6,"CXN","X","N","GEAL2","Gentiana algida","forb"
"LLOSER",2004,3,"6_CXN","Lefty",6,"CXN","X","N","LLSE","Lloydia serotina","forb"
"BISVIV",2005,4,"6_CXN","Lefty",6,"CXN","X","N","POVI3","Polygonum viviparum","forb"
"STELON",2005,4,"6_CXN","Lefty",6,"CXN","X","N","STLOL7","Stellaria longipes ssp. longipes","forb"
"AREFEN",2006,5,"6_CXN","Lefty",6,"CXN","X","N","ARFE3","Arenaria fendleri","forb"
NA,2007,6,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2008,7,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2009,8,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2010,9,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"POAGLA",2011,10,"6_CXN","Lefty",6,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,2012,11,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"POTDIV",2013,12,"6_CXN","Lefty",6,"CXN","X","N","PODI2","Potentilla diversifolia","forb"
"CARSCO",2014,13,"6_CXN","Lefty",6,"CXN","X","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,2015,14,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2016,15,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2017,16,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"FESBRA",2018,17,"6_CXN","Lefty",6,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
NA,2003,2,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2004,3,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2005,4,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2006,5,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2007,6,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"ERISIM",2008,7,"7_CXN","Subalpine",7,"CXN","X","N","ERSI3","Erigeron simplex","forb"
NA,2009,8,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"CARSCO",2010,9,"7_CXN","Subalpine",7,"CXN","X","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,2011,10,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2012,11,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2013,12,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"SIBPRO",2014,13,"7_CXN","Subalpine",7,"CXN","X","N","SIPR","Sibbaldia procumbens","forb"
NA,2015,14,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"RHORHO",2016,15,"7_CXN","Subalpine",7,"CXN","X","N","RHRH4","Rhodiola rhodantha","forb"
NA,2017,16,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2018,17,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,2003,2,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
"RHORHO",2004,3,"1_CXX","Longs",1,"CXX","X","X","RHRH4","Rhodiola rhodantha","forb"
"BISVIV",2005,4,"1_CXX","Longs",1,"CXX","X","X","POVI3","Polygonum viviparum","forb"
NA,2006,5,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
"GENALG",2007,6,"1_CXX","Longs",1,"CXX","X","X","GEAL2","Gentiana algida","forb"
NA,2008,7,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2009,8,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2010,9,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2011,10,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2012,11,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2013,12,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
"POAGLA",2014,13,"1_CXX","Longs",1,"CXX","X","X","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,2015,14,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2016,15,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2017,16,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2018,17,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,2003,2,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"ERISIM",2004,3,"2_CXX","Edge",2,"CXX","X","X","ERSI3","Erigeron simplex","forb"
"MERLAN",2004,3,"2_CXX","Edge",2,"CXX","X","X","MELA3","Mertensia lanceolata","forb"
NA,2005,4,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2006,5,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2007,6,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"AREFEN",2008,7,"2_CXX","Edge",2,"CXX","X","X","ARFE3","Arenaria fendleri","forb"
NA,2009,8,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2010,9,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2011,10,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2012,11,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2013,12,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,2014,13,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"SWEPER",2015,14,"2_CXX","Edge",2,"CXX","X","X","SWPE","Swertia perennis","forb"
"LLOSER",2016,15,"2_CXX","Edge",2,"CXX","X","X","LLSE","Lloydia serotina","forb"
"LEWPYG",2017,16,"2_CXX","Edge",2,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
"CHIJAM",2018,17,"2_CXX","Edge",2,"CXX","X","X","CHJA","Chionophila jamesii","forb"
"RHOINT",2018,17,"2_CXX","Edge",2,"CXX","X","X","RHIN11","Rhodiola integrifolia","forb"
NA,2003,2,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2004,3,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2005,4,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2006,5,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2007,6,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2008,7,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"AREFEN",2009,8,"3_CXX","Edge",3,"CXX","X","X","ARFE3","Arenaria fendleri","forb"
"CHIJAM",2010,9,"3_CXX","Edge",3,"CXX","X","X","CHJA","Chionophila jamesii","forb"
NA,2011,10,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"RHOINT",2012,11,"3_CXX","Edge",3,"CXX","X","X","RHIN11","Rhodiola integrifolia","forb"
NA,2013,12,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2014,13,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2015,14,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2016,15,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,2017,16,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"LEWPYG",2018,17,"3_CXX","Edge",3,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
NA,2003,2,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2004,3,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2005,4,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"RANADO",2006,5,"4_CXX","Tundra Lab",4,"CXX","X","X","RAAD","Ranunculus adoneus","forb"
NA,2007,6,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2008,7,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"LLOSER",2009,8,"4_CXX","Tundra Lab",4,"CXX","X","X","LLSE","Lloydia serotina","forb"
NA,2010,9,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"CHIJAM",2011,10,"4_CXX","Tundra Lab",4,"CXX","X","X","CHJA","Chionophila jamesii","forb"
NA,2012,11,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2013,12,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"CARSCO",2014,13,"4_CXX","Tundra Lab",4,"CXX","X","X","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,2015,14,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"CALLEP",2016,15,"4_CXX","Tundra Lab",4,"CXX","X","X","CALE4","Caltha leptosepala","forb"
"LUZSPI",2016,15,"4_CXX","Tundra Lab",4,"CXX","X","X","LUSP4","Luzula spicata","graminoid"
NA,2017,16,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2018,17,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"BISVIV",2003,2,"5_CXX","Watershed",5,"CXX","X","X","POVI3","Polygonum viviparum","forb"
"CARSCO",2003,2,"5_CXX","Watershed",5,"CXX","X","X","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,2004,3,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2005,4,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2006,5,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
"GENALG",2007,6,"5_CXX","Watershed",5,"CXX","X","X","GEAL2","Gentiana algida","forb"
NA,2008,7,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2009,8,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
"ALLGEY",2010,9,"5_CXX","Watershed",5,"CXX","X","X","ALGE","Allium geyeri","forb"
NA,2011,10,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2012,11,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2013,12,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2014,13,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2015,14,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
"STELON",2016,15,"5_CXX","Watershed",5,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,2017,16,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2018,17,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2003,2,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2004,3,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"STELON",2005,4,"6_CXX","Lefty",6,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,2006,5,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"BISVIV",2007,6,"6_CXX","Lefty",6,"CXX","X","X","POVI3","Polygonum viviparum","forb"
"ACHMIL",2008,7,"6_CXX","Lefty",6,"CXX","X","X","ACMIA","Achillea millefolium var. alpicola","forb"
"TRIPAR",2008,7,"6_CXX","Lefty",6,"CXX","X","X","TRPAP","Trifolium parryi ssp. parryi","forb"
NA,2009,8,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2010,9,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"POAGLA",2011,10,"6_CXX","Lefty",6,"CXX","X","X","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,2012,11,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2013,12,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2014,13,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2015,14,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"ERIMEL",2016,15,"6_CXX","Lefty",6,"CXX","X","X","ERME2","Erigeron melanocephalus","forb"
"GENAMA",2016,15,"6_CXX","Lefty",6,"CXX","X","X","GEAM3","Gentianella amarella","forb"
NA,2017,16,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2018,17,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,2003,2,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"ARTSCO",2004,3,"7_CXX","Subalpine",7,"CXX","X","X","ARSC","Artemisia scopulorum","forb"
NA,2005,4,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"ERIPIN",2006,5,"7_CXX","Subalpine",7,"CXX","X","X","ERPI6","Erigeron pinnatisectus","forb"
"LEWPYG",2007,6,"7_CXX","Subalpine",7,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
NA,2008,7,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2009,8,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"CARSCO",2010,9,"7_CXX","Subalpine",7,"CXX","X","X","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"TRIPAR",2010,9,"7_CXX","Subalpine",7,"CXX","X","X","TRPAP","Trifolium parryi ssp. parryi","forb"
NA,2011,10,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"POAALP",2012,11,"7_CXX","Subalpine",7,"CXX","X","X","POAL2","Poa alpina","graminoid"
NA,2013,12,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2014,13,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2015,14,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2016,15,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2017,16,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,2018,17,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
